TimeStamp,Open,High,Low,Close,Volume,DataTime,ema7,ema25,ema50,ema144,ema169,dif,dea,macd,ao
1678813200000,25888.0,25910.1,25885.8,25897.5,1533.338,2023-03-15 01:00:00,25878.267525934552,25866.28387643748,25729.823171987147,25150.435599652243,25032.315373531357,14.323836997537,21.963065015427304,-7.639228017890304,-11.906470588215598
1678813500000,25897.5,25905.0,25810.0,25813.0,2656.199,2023-03-15 01:05:00,25861.950644450913,25862.18511671152,25733.085008379807,25159.574418967382,25041.499898548635,8.093219960075658,19.189096004356976,-11.095876044281319,-13.680588235278265
1678813800000,25812.8,25885.4,25777.0,25863.0,2765.177,2023-03-15 01:10:00,25862.212983338184,25862.247800041405,25738.17971393354,25169.276840774728,25051.164605624534,7.108055956821772,16.772887994849935,-9.664832038028162,-20.103529411746422
1678814100000,25863.1,25866.2,25663.3,25705.5,9075.306,2023-03-15 01:15:00,25823.034737503636,25850.190276961297,25736.89815652438,25176.673022281284,25058.862669087775,-6.30890223327151,12.156529949225646,-18.465432182497157,-47.96411764704317
1678814400000,25705.6,25772.0,25665.6,25736.4,4109.453,2023-03-15 01:20:00,25801.37605312773,25841.437178733504,25736.878620974407,25184.39339438775,25066.83369651027,-14.283910476413439,6.868441864097829,-21.152352340511268,-71.95235294116355
1678814700000,25736.4,25800.3,25722.9,25759.7,2322.753,2023-03-15 01:25:00,25790.957039845798,25835.14970344631,25737.773577014625,25192.328657913436,25074.985064786622,-18.510667242673662,1.79262004274353,-20.30328728541719,-95.24764705881171
1678815000000,25759.7,25782.0,25684.0,25698.2,2868.892,2023-03-15 01:30:00,25767.76777988435,25824.615110873518,25736.22167203366,25199.306193666354,25082.317005200897,-26.517263942820136,-3.8693567543692033,-22.647907188450933,-112.96058823528074
1678815300000,25698.2,25800.0,25693.6,25792.6,2766.487,2023-03-15 01:35:00,25773.97583491326,25822.15241003709,25738.432586855866,25207.489556512337,25090.673275727946,-24.95756319287466,-8.086998042070295,-16.870565150804364,-122.69941176469001
1678815600000,25792.6,25828.8,25730.1,25744.0,2230.087,2023-03-15 01:40:00,25766.481876184946,25816.140686188086,25738.650916783088,25214.88970056044,25098.359472484088,-27.328081828181894,-11.935214799292615,-15.39286702888928,-106.84352941175166
1678815900000,25743.8,25769.4,25617.1,25708.8,5214.027,2023-03-15 01:45:00,25752.06140713871,25807.883710327464,25737.480292595515,25221.70225641478,25105.54112574898,-31.681871849254094,-15.88454620928491,-15.797325639969184,-108.37823529410161
1678816200000,25708.8,25738.0,25673.1,25708.0,2311.134,2023-03-15 01:50:00,25741.046055354032,25800.20034799458,25736.324202689808,25228.409811498714,25112.628877210755,-34.79573158828134,-19.666783285084197,-15.128948303197145,-115.19470588233526
1678816500000,25708.0,25708.0,25630.0,25651.3,2548.133,2023-03-15 01:55:00,25718.609541515525,25788.746475071923,25732.989920231383,25234.24277961597,25118.966184537687,-41.36190965631613,-24.005808559330582,-17.356101096985547,-117.16294117645157
1678816800000,25651.3,25674.5,25360.0,25361.2,20121.703,2023-03-15 02:00:00,25629.257156136642,25755.858284681774,25718.409923359563,25235.993913690236,25121.81599413136,-69.17687071068576,-33.040020989601615,-36.13684972108415,-188.01058823527273
1678817100000,25361.3,25431.5,25290.0,25344.9,11917.165,2023-03-15 02:05:00,25558.167867102482,25724.246108937023,25703.76247538468,25237.496066604854,25124.44051184746,-91.4811636084305,-44.728249513367395,-46.75291409506311,-251.56294117644939
1678817400000,25344.9,25434.1,25332.7,25350.0,6469.935,2023-03-15 02:10:00,25506.12590032686,25695.457946711096,25689.8894371343,25239.047844996512,25127.09415288455,-107.5066789715238,-57.28393540499867,-50.222743566525125,-307.2317647058626
1678817700000,25349.8,25488.2,25341.4,25455.6,7173.695,2023-03-15 02:15:00,25493.494425245146,25677.007335425627,25680.70161607021,25242.03477127242,25130.958927556498,-110.41320321358944,-67.90978896671683,-42.50341424687261,-347.47352941174904
1678818000000,25455.6,25554.2,25435.7,25541.5,4955.038,2023-03-15 02:20:00,25505.495818933858,25666.58369423904,25675.242729165497,25246.165326151422,25135.78882252642,-104.57970279681831,-75.24377173273713,-29.33593106408118,-360.1982352941013
1678818300000,25541.6,25577.9,25500.0,25557.7,3607.322,2023-03-15 02:25:00,25518.546864200394,25658.208025451422,25670.633210374694,25250.46235613554,25140.752483437875,-97.52519731020948,-79.7000568482316,-17.82514046197788,-311.90117647057195
